"task"	"ID"	"mean"	"sd"
"104"	"OSPAN"	"054"	1.51731034482759	0.216105861315744
"105"	"OSPAN"	"055"	1.54098039215686	0.297047167311595
"106"	"OSPAN"	"056"	1.72230769230768	0.291951875205311
"107"	"OSPAN"	"057"	1.46217054263566	0.254720929524813
"108"	"OSPAN"	"058"	1.41133720930233	0.220814447280606
"109"	"OSPAN"	"059"	1.6394	0.240742134887526
"110"	"OSPAN"	"060"	1.57722222222222	0.274294086149156
"111"	"OSPAN"	"061"	1.42279661016949	0.251657363024567
"112"	"OSPAN"	"062"	1.2765671641791	0.197876335945549
"113"	"OSPAN"	"063"	1.45652777777778	0.29002263011374
"114"	"OSPAN"	"064"	1.61295774647887	0.124828875690756
